1660.000000,1538.880005
1486.160034,1530.420044
1569.989990,1598.010010
1623.530029,1665.530029
1678.589966,1665.530029
982.049988,963.150024
962.500000,956.375000
951.025024,955.875000
965.000000,956.099976
963.000000,974.724976
6722.000000,6798.700195
6798.000000,6697.000000
6760.000000,6616.399902
6648.950195,6711.750000
6769.799805,7135.450195
1900.000000,1938.150024
1943.650024,1935.750000
1934.199951,1913.449951
1910.000000,1890.849976
1894.000000,1932.699951
1059.000000,1061.250000
1067.900024,1056.250000
1067.000000,1074.900024
1073.449951,1090.300049
1094.000000,1104.099976
