2018-10-29,982.049988,982.474976,947.599976,963.150024,947.026611,8522140
2018-10-30,962.500000,966.000000,949.650024,956.375000,940.364929,6914352
2018-10-31,951.025024,958.950012,942.500000,955.875000,939.873291,11724702
2018-11-01,965.000000,965.000000,948.000000,956.099976,940.094543,9814526
2018-11-02,963.000000,980.000000,956.000000,974.724976,958.407776,15046434
2018-11-05,974.950012,979.825012,969.000000,978.000000,961.627930,2852648
2018-11-06,977.500000,988.000000,971.474976,973.275024,956.982056,4242794
2018-11-07,980.500000,982.474976,975.000000,978.974976,962.586548,479380
2018-11-09,979.099976,979.950012,968.150024,972.700012,956.416687,5050810
2018-11-12,975.750000,981.000000,958.575012,960.525024,944.445496,3953882
2018-11-13,959.500000,968.849976,954.099976,963.875000,947.739380,6675210
2018-11-14,969.275024,980.000000,968.299988,978.875000,962.488281,13055318
2018-11-15,980.950012,988.650024,965.599976,987.575012,971.042664,5196262
2018-11-16,990.500000,1006.500000,990.000000,1002.150024,985.373718,7906608
2018-11-19,1005.500000,1010.500000,1000.950012,1006.950012,990.093323,6143214
2018-11-20,1006.500000,1009.799988,999.525024,1006.219971,989.375488,2852584
2018-11-21,1006.380005,1011.969971,1002.000000,1009.380005,992.482605,3272802
2018-11-22,1006.619995,1017.500000,1000.080017,1002.750000,985.963623,6487276
2018-11-26,1006.950012,1026.000000,1006.030029,1024.900024,1007.742859,9092218
2018-11-27,1020.530029,1033.949951,1020.380005,1032.000000,1014.723999,6447720
2018-11-28,1032.500000,1049.300049,1030.050049,1044.619995,1027.132690,6510554
2018-11-29,1050.500000,1068.699951,1047.000000,1065.530029,1047.692627,15954318
2018-11-30,1065.000000,1068.780029,1055.000000,1064.219971,1046.404663,6520462
2018-12-03,1065.500000,1071.000000,1053.449951,1056.650024,1038.961426,5399928
2018-12-04,1052.699951,1055.500000,1039.300049,1042.780029,1025.323486,4078710
2018-12-05,1039.000000,1052.650024,1037.969971,1049.599976,1032.029297,5899422
2018-12-06,1044.849976,1050.819946,1042.500000,1048.530029,1030.977173,5865126
2018-12-07,1053.349976,1059.000000,1040.150024,1053.800049,1036.159058,4951960
2018-12-10,1032.949951,1052.400024,1032.949951,1044.380005,1026.896606,5457528
2018-12-11,1028.000000,1035.650024,1016.000000,1029.780029,1012.541138,9452890
2018-12-12,1033.469971,1044.900024,1030.050049,1042.650024,1025.195801,5685244
2018-12-13,1047.500000,1062.500000,1045.650024,1050.650024,1033.061768,3532118
2018-12-14,1052.449951,1059.000000,1044.030029,1047.849976,1030.308594,3079142
